id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
6588,59,housemaid,married,secondary,telephone,0,no,no,1,low,107,0,0
6589,39,blue-collar,married,primary,NA,1397,yes,no,0,uknown,10,0,0
6590,38,unemployed,married,primary,cellular,7005,yes,no,1,low,370,376.91,0
6591,31,self-employed,single,secondary,NA,360,yes,no,0,uknown,592,0,0
6592,54,technician,divorced,secondary,NA,7449,yes,no,0,uknown,235,0,0
6593,38,blue-collar,married,secondary,cellular,0,yes,no,1,uknown,57,0,0
6594,51,technician,married,secondary,telephone,2937,no,no,0,uknown,30,0,0
6595,33,blue-collar,single,primary,cellular,-15,no,yes,0,uknown,326,0,0
6596,46,technician,divorced,NA,NA,103,no,no,0,uknown,158,0,0
6597,57,management,married,tertiary,cellular,1227,no,no,0,uknown,232,502.98,0
6598,44,management,married,tertiary,cellular,1590,yes,yes,0,uknown,54,0,0
6599,32,management,single,tertiary,NA,2619,yes,no,0,uknown,123,0,0
6600,32,management,single,tertiary,cellular,5,yes,no,0,uknown,520,0,0
6601,67,retired,married,secondary,cellular,1146,no,no,0,uknown,187,0,0
6602,51,unemployed,married,primary,cellular,0,no,no,0,uknown,132,0,0
6603,72,management,married,secondary,cellular,6199,no,no,0,uknown,531,0,0
6604,47,blue-collar,married,secondary,NA,1794,yes,yes,0,uknown,515,0,0
6605,39,management,married,tertiary,cellular,562,no,no,0,uknown,303,0,0
6606,42,blue-collar,married,primary,cellular,784,no,no,0,uknown,428,0,0
6607,37,technician,married,secondary,cellular,1458,no,no,0,uknown,281,395.77,0
6608,75,retired,divorced,secondary,telephone,1092,no,no,2,low,250,0,0
6609,52,technician,married,tertiary,telephone,136,yes,no,10,uknown,46,0,0
6610,50,entrepreneur,divorced,tertiary,cellular,315,no,no,1,low,249,0,0
6611,41,admin.,married,secondary,cellular,549,yes,no,0,uknown,326,0,0
6612,34,self-employed,married,secondary,cellular,47,no,no,2,low,362,0,0
6613,31,services,married,secondary,cellular,1670,no,no,0,uknown,185,0,0
6614,61,admin.,married,secondary,cellular,1541,no,no,3,low,59,0,0
6615,55,management,single,tertiary,cellular,0,no,no,3,low,222,0,0
6616,58,retired,married,tertiary,cellular,258,no,yes,0,uknown,285,0,0
6617,33,services,divorced,secondary,NA,411,yes,no,0,uknown,216,0,0
6618,46,technician,married,secondary,cellular,1322,yes,yes,0,uknown,514,0,0
6619,56,blue-collar,married,primary,NA,690,yes,no,0,uknown,309,0,0
6620,35,blue-collar,single,NA,cellular,88,no,no,0,uknown,272,0,0
6621,48,management,married,tertiary,cellular,0,no,no,0,uknown,16,0,0
6622,41,management,married,tertiary,cellular,4,yes,no,0,uknown,63,0,0
6623,69,retired,married,secondary,cellular,0,no,no,0,uknown,1580,0,0
6624,31,management,divorced,tertiary,cellular,297,no,no,0,uknown,127,0,0
6625,51,blue-collar,married,secondary,cellular,279,no,no,0,uknown,64,0,0
6626,32,services,married,secondary,NA,201,yes,no,0,uknown,110,0,0
6627,41,self-employed,single,tertiary,cellular,428,yes,no,0,uknown,106,0,0
6628,50,admin.,married,secondary,telephone,1241,yes,yes,0,uknown,49,0,0
6629,59,retired,married,secondary,NA,-48,yes,no,0,uknown,224,0,0
6630,47,management,married,tertiary,cellular,260,no,yes,0,uknown,138,0,0
6631,33,services,married,secondary,NA,34,yes,yes,0,uknown,161,0,0
6632,34,blue-collar,married,secondary,cellular,518,yes,no,0,uknown,206,0,0
6633,30,blue-collar,married,secondary,cellular,167,yes,no,0,uknown,255,272.57,0
6634,28,student,single,secondary,cellular,11555,no,no,0,uknown,125,0,0
6635,42,services,divorced,secondary,cellular,138,no,no,0,uknown,324,0,0
6636,37,entrepreneur,married,secondary,NA,5064,yes,no,0,uknown,79,0,0
6637,75,retired,married,secondary,telephone,26452,no,no,0,uknown,219,0,0
6638,25,blue-collar,married,primary,NA,-83,yes,no,0,uknown,211,0,0
6639,51,self-employed,divorced,primary,cellular,10924,no,no,0,uknown,106,0,0
6640,54,retired,divorced,secondary,cellular,1483,yes,yes,0,uknown,53,0,0
6641,29,blue-collar,single,secondary,NA,853,yes,no,0,uknown,177,0,0
6642,44,blue-collar,married,secondary,cellular,1025,yes,no,1,low,116,0,0
6643,59,housemaid,married,primary,NA,1071,no,no,0,uknown,140,0,0
6644,32,technician,single,tertiary,cellular,13711,yes,no,3,high,638,0,0
6645,51,housemaid,married,tertiary,cellular,390,yes,no,0,uknown,102,0,0
6646,31,technician,single,secondary,cellular,942,no,no,0,uknown,138,0,0
6647,37,housemaid,married,secondary,NA,942,no,no,0,uknown,79,0,0
6648,24,admin.,married,secondary,NA,262,yes,no,0,uknown,69,0,0
6649,29,management,single,tertiary,cellular,2344,yes,no,2,low,288,0,0
6650,48,technician,married,secondary,cellular,17,yes,yes,0,uknown,81,0,0
6651,41,management,married,tertiary,cellular,326,no,no,2,low,163,0,0
6652,58,retired,married,primary,cellular,650,yes,yes,0,uknown,114,0,0
6653,26,self-employed,single,tertiary,cellular,16563,yes,no,0,uknown,245,0,0
6654,33,management,single,tertiary,cellular,0,yes,yes,0,uknown,330,0,0
6655,58,management,divorced,tertiary,cellular,1257,no,no,0,uknown,1536,485.99,0
6656,34,technician,single,secondary,NA,486,yes,no,0,uknown,185,0,0
6657,53,technician,married,secondary,cellular,598,no,no,2,low,340,0,0
6658,49,admin.,married,secondary,NA,652,no,yes,0,uknown,127,0,0
6659,42,technician,divorced,secondary,cellular,58,no,no,0,uknown,153,0,0
6660,47,management,married,tertiary,NA,33,yes,yes,0,uknown,14,0,0
6661,59,retired,married,primary,cellular,0,no,no,0,uknown,288,0,0
6662,33,self-employed,married,tertiary,cellular,576,yes,no,0,uknown,304,0,0
6663,77,retired,married,primary,cellular,29340,no,no,2,uknown,257,1491.74,0
6664,41,blue-collar,married,secondary,cellular,2717,yes,yes,0,uknown,559,0,0
6665,45,blue-collar,married,primary,cellular,2433,no,no,0,uknown,133,0,0
6666,34,blue-collar,married,secondary,NA,291,yes,no,0,uknown,111,0,0
6667,63,retired,married,secondary,cellular,4752,no,no,0,uknown,233,261.43,0
6668,53,technician,divorced,secondary,NA,392,yes,no,0,uknown,59,0,0
6669,40,entrepreneur,divorced,secondary,cellular,2998,yes,no,0,uknown,623,557.61,0
6670,52,management,married,tertiary,NA,1147,no,no,0,uknown,43,0,0
6671,26,blue-collar,married,NA,NA,407,yes,no,0,uknown,346,0,0
6672,43,services,single,secondary,cellular,-63,yes,no,1,uknown,92,0,0
6673,37,management,single,tertiary,cellular,171,yes,yes,0,uknown,250,0,0
6674,30,admin.,single,secondary,cellular,186,yes,no,0,uknown,390,0,0
6675,55,management,single,NA,cellular,111,no,no,0,uknown,117,0,0
6676,46,technician,divorced,secondary,cellular,741,yes,no,1,uknown,83,0,0
6677,32,blue-collar,married,primary,cellular,104,yes,no,0,uknown,211,0,0
6678,31,student,single,tertiary,cellular,2010,yes,no,1,uknown,15,0,0
6679,37,management,single,tertiary,NA,7179,yes,no,0,uknown,31,0,0
6680,30,management,married,tertiary,cellular,248,no,no,0,uknown,692,0,0
6681,28,student,single,secondary,cellular,378,yes,no,0,uknown,346,0,0
6682,39,blue-collar,married,primary,NA,558,yes,no,3,low,23,0,0
6683,42,self-employed,married,secondary,telephone,513,no,no,0,uknown,98,0,0
6684,44,technician,married,primary,NA,177,yes,no,0,uknown,197,0,0
6685,30,blue-collar,married,secondary,cellular,501,yes,yes,1,low,994,159.71,0
6686,38,blue-collar,single,secondary,NA,-329,yes,no,0,uknown,86,0,0
6687,37,services,married,secondary,cellular,3,yes,no,6,low,105,0,0
6688,46,blue-collar,married,secondary,cellular,3547,no,no,0,uknown,395,0,0
6689,31,management,married,tertiary,cellular,720,yes,no,0,uknown,94,0,0
6690,60,technician,single,tertiary,cellular,2934,no,no,0,uknown,233,0,0
6691,60,retired,divorced,secondary,cellular,4974,yes,no,0,uknown,80,0,0
6692,31,unemployed,single,secondary,cellular,8304,no,no,1,low,164,0,0
6693,42,blue-collar,married,primary,NA,803,yes,no,0,uknown,171,0,0
6694,33,services,married,secondary,NA,881,yes,no,0,uknown,67,0,0
6695,33,management,single,tertiary,cellular,9317,no,no,3,low,267,0,0
6696,44,technician,married,secondary,cellular,106,yes,no,0,uknown,164,0,0
6697,46,admin.,divorced,tertiary,NA,846,yes,no,0,uknown,369,0,0
6698,41,management,married,tertiary,cellular,8553,yes,no,0,uknown,304,0,0
6699,36,self-employed,single,tertiary,cellular,1296,yes,no,0,uknown,352,0,0
6700,34,self-employed,married,tertiary,cellular,1545,yes,no,2,low,895,0,0
6701,39,blue-collar,divorced,secondary,NA,226,yes,no,0,uknown,221,0,0
6702,33,admin.,single,primary,NA,-258,yes,no,0,uknown,193,0,0
6703,38,services,married,secondary,NA,25,yes,yes,0,uknown,266,0,0
6704,39,management,married,secondary,cellular,1585,yes,no,0,uknown,82,0,0
6705,54,management,married,tertiary,cellular,6525,yes,no,4,low,231,0,0
6706,43,management,divorced,tertiary,NA,350,yes,no,0,uknown,128,0,0
6707,41,technician,divorced,secondary,NA,225,yes,yes,0,uknown,139,0,0
6708,40,services,married,secondary,cellular,-38,yes,yes,0,uknown,121,0,0
6709,31,admin.,married,secondary,cellular,0,yes,yes,0,uknown,79,0,0
6710,29,services,married,secondary,cellular,13,no,no,0,uknown,90,0,0
6711,30,technician,single,tertiary,cellular,6619,yes,no,0,uknown,239,0,0
6712,42,admin.,married,secondary,cellular,1455,yes,no,0,uknown,364,0,0
6713,33,services,divorced,secondary,cellular,44,no,yes,0,uknown,529,130.18,0
6714,55,retired,married,primary,cellular,4424,no,no,0,uknown,67,0,0
6715,39,self-employed,single,tertiary,NA,0,no,no,0,uknown,13,0,0
6716,48,admin.,divorced,secondary,cellular,955,yes,no,3,uknown,108,0,0
6717,32,management,married,tertiary,cellular,1270,no,no,3,high,420,0,0
6718,30,technician,single,tertiary,cellular,106,yes,no,0,uknown,119,0,0
6719,42,management,married,secondary,cellular,1042,yes,no,3,uknown,465,0,0
6720,20,student,single,secondary,cellular,162,no,no,0,uknown,106,0,0
6721,31,services,married,secondary,cellular,78,yes,yes,0,uknown,97,0,0
6722,56,management,divorced,tertiary,cellular,2189,no,no,0,uknown,180,0,0
6723,56,retired,married,primary,cellular,-123,no,yes,0,uknown,146,0,0
6724,34,blue-collar,married,secondary,cellular,-349,yes,no,1,low,208,0,0
6725,39,entrepreneur,married,tertiary,cellular,5848,yes,no,0,uknown,55,0,0
6726,31,admin.,single,secondary,NA,0,yes,no,0,uknown,28,0,0
6727,34,admin.,single,secondary,cellular,601,no,no,0,uknown,184,0,0
6728,56,blue-collar,divorced,primary,cellular,-1,no,no,0,uknown,304,0,0
6729,39,blue-collar,married,primary,NA,0,yes,no,0,uknown,262,0,0
6730,41,services,single,primary,cellular,5907,yes,no,5,low,198,0,0
6731,32,technician,single,secondary,cellular,234,no,no,0,uknown,166,0,0
6732,58,self-employed,married,primary,NA,728,no,no,0,uknown,112,0,0
6733,25,technician,single,tertiary,cellular,437,no,yes,0,uknown,121,0,0
6734,47,unemployed,divorced,secondary,cellular,947,no,no,0,uknown,124,0,0
6735,52,blue-collar,married,secondary,telephone,594,no,no,0,uknown,178,0,0
6736,27,self-employed,single,tertiary,cellular,1000,no,no,0,uknown,71,0,0
6737,44,blue-collar,married,primary,NA,271,yes,yes,0,uknown,94,0,0
6738,43,blue-collar,married,primary,cellular,517,yes,no,7,low,138,0,0
6739,54,blue-collar,married,secondary,cellular,5521,yes,no,0,uknown,581,0,0
6740,35,admin.,single,tertiary,cellular,4233,no,no,0,uknown,135,0,0
6741,46,services,married,secondary,cellular,236,no,no,0,uknown,320,0,0
6742,29,management,single,tertiary,cellular,572,no,no,0,uknown,224,327.76,0
6743,38,services,married,secondary,NA,3165,yes,no,0,uknown,152,0,0
6744,45,admin.,married,secondary,cellular,0,yes,no,0,uknown,108,0,0
6745,45,blue-collar,married,secondary,NA,431,yes,no,0,uknown,29,0,0
6746,86,retired,married,primary,cellular,1817,no,no,0,uknown,272,0,0
6747,44,technician,married,tertiary,cellular,1707,no,no,0,uknown,406,0,0
6748,51,blue-collar,married,secondary,cellular,955,no,yes,0,uknown,221,186.99,0
6749,38,blue-collar,married,primary,cellular,433,no,no,3,low,81,0,0
6750,36,admin.,single,secondary,cellular,-207,no,no,0,uknown,83,0,0
6751,35,admin.,married,secondary,NA,404,yes,no,0,uknown,539,288.42,0
6752,32,admin.,single,secondary,NA,217,yes,no,0,uknown,345,0,0
6753,53,entrepreneur,married,tertiary,cellular,0,no,no,0,uknown,520,0,0
6754,22,student,single,secondary,cellular,23,no,no,0,uknown,137,26.06,0
6755,53,blue-collar,married,secondary,NA,1103,yes,yes,0,uknown,163,0,0
6756,42,blue-collar,married,secondary,NA,171,yes,no,0,uknown,55,0,0
6757,61,retired,married,secondary,cellular,2801,yes,yes,0,uknown,239,166.94,0
6758,57,entrepreneur,married,secondary,cellular,9902,no,no,0,uknown,88,0,0
6759,53,technician,married,secondary,cellular,944,yes,no,0,uknown,799,0,0
6760,36,management,married,tertiary,telephone,0,no,no,0,uknown,645,256.89,0
6761,34,entrepreneur,divorced,tertiary,NA,338,yes,no,0,uknown,162,0,0
6762,27,admin.,single,tertiary,cellular,73,no,no,0,uknown,242,0,0
6763,26,services,married,secondary,NA,611,yes,no,0,uknown,177,0,0
6764,31,technician,married,secondary,NA,-720,yes,no,0,uknown,638,0,0
6765,33,technician,divorced,tertiary,cellular,2558,no,no,2,low,680,0,0
6766,30,management,married,tertiary,cellular,944,no,no,0,uknown,251,420.82,0
6767,42,management,married,tertiary,cellular,0,no,no,0,uknown,179,0,0
6768,50,housemaid,married,secondary,cellular,195,no,no,0,uknown,168,0,0
6769,37,blue-collar,married,secondary,cellular,4321,no,no,3,low,276,0,0
6770,52,management,married,tertiary,cellular,3163,no,no,0,uknown,56,0,0
6771,30,admin.,single,secondary,NA,1374,yes,no,0,uknown,207,0,0
6772,39,management,single,tertiary,NA,595,yes,no,0,uknown,427,0,0
6773,35,admin.,single,secondary,cellular,-16,no,yes,0,uknown,108,0,0
6774,35,unemployed,married,secondary,cellular,194,yes,no,0,uknown,192,0,0
6775,37,management,married,tertiary,cellular,0,yes,no,0,uknown,122,0,0
6776,74,retired,married,primary,cellular,5539,no,no,1,high,253,0,0
6777,39,technician,single,secondary,cellular,671,no,yes,0,uknown,98,0,0
6778,59,blue-collar,married,primary,cellular,625,no,no,0,uknown,133,0,0
6779,42,services,single,secondary,cellular,182,no,yes,0,uknown,394,0,0
6780,55,technician,divorced,secondary,cellular,689,yes,no,0,uknown,174,0,0
6781,41,blue-collar,single,NA,NA,2835,yes,no,0,uknown,53,0,0
6782,30,technician,single,tertiary,NA,445,yes,no,0,uknown,182,0,0
6783,49,blue-collar,married,NA,NA,154,yes,no,0,uknown,357,0,0
6784,32,technician,single,secondary,cellular,315,yes,no,0,uknown,280,0,0
6785,43,services,married,secondary,cellular,-416,yes,yes,0,uknown,80,0,0
6786,41,services,single,tertiary,NA,285,yes,yes,0,uknown,135,0,0
6787,42,technician,married,secondary,NA,0,yes,no,0,uknown,833,0,0
6788,30,management,single,tertiary,cellular,717,yes,no,0,uknown,130,0,0
6789,23,admin.,single,tertiary,cellular,897,yes,no,8,low,190,338.21,0
6790,33,technician,single,secondary,cellular,659,no,no,0,uknown,274,0,0
6791,39,admin.,single,secondary,cellular,4917,yes,yes,0,uknown,26,0,0
6792,34,unemployed,divorced,tertiary,cellular,182,yes,no,0,uknown,170,0,0
6793,49,technician,married,secondary,NA,997,no,no,0,uknown,118,0,0
6794,41,admin.,married,secondary,cellular,437,yes,no,0,uknown,138,0,0
6795,54,technician,married,secondary,NA,1865,yes,no,0,uknown,125,0,0
6796,34,technician,single,secondary,NA,399,yes,no,0,uknown,493,0,0
6797,31,blue-collar,single,secondary,NA,-745,yes,no,0,uknown,227,0,0
6798,53,admin.,divorced,secondary,cellular,0,yes,no,1,low,246,0,0
6799,33,admin.,divorced,secondary,NA,479,yes,no,0,uknown,74,0,0
6800,37,management,married,tertiary,cellular,0,yes,no,0,uknown,227,0,0
6801,35,technician,married,secondary,cellular,13,no,no,0,uknown,94,0,0
6802,55,entrepreneur,divorced,tertiary,NA,1119,no,no,0,uknown,283,0,0
6803,48,blue-collar,married,secondary,cellular,1513,no,yes,0,uknown,1171,0,0
6804,36,blue-collar,single,secondary,cellular,661,yes,no,0,uknown,14,0,0
6805,39,technician,single,tertiary,cellular,1674,no,no,1,low,12,0,0
6806,38,blue-collar,married,secondary,cellular,1407,yes,no,7,low,169,0,0
6807,34,management,married,tertiary,cellular,11,yes,no,0,uknown,654,0,0
6808,30,technician,single,tertiary,cellular,4060,no,no,1,uknown,179,677.99,0
6809,32,self-employed,single,secondary,NA,4,yes,no,0,uknown,233,0,0
6810,39,blue-collar,married,primary,NA,0,no,no,0,uknown,178,0,0
6811,33,technician,single,secondary,cellular,-325,yes,no,0,uknown,159,0,0
6812,57,management,married,tertiary,telephone,4929,yes,no,0,uknown,91,0,0
6813,36,services,married,secondary,cellular,3740,yes,no,0,uknown,254,0,0
6814,39,blue-collar,married,NA,NA,1096,no,no,0,uknown,246,0,0
6815,34,admin.,married,secondary,NA,645,yes,no,0,uknown,420,0,0
6816,47,technician,married,secondary,NA,2394,no,yes,0,uknown,61,0,0
6817,41,technician,married,tertiary,cellular,3700,no,no,0,uknown,136,0,0
6818,27,blue-collar,single,primary,cellular,377,no,no,0,uknown,645,288.64,0
6819,43,blue-collar,married,secondary,NA,1559,yes,no,0,uknown,123,0,0
6820,37,blue-collar,married,secondary,cellular,-67,no,no,0,uknown,157,0,0
6821,57,technician,married,tertiary,cellular,-40,no,yes,0,uknown,88,0,0
6822,32,blue-collar,married,secondary,cellular,300,no,no,0,uknown,166,0,0
6823,46,management,single,secondary,cellular,177,no,no,0,uknown,437,0,0
6824,51,management,single,tertiary,cellular,2523,yes,no,0,uknown,150,0,0
6825,36,admin.,single,secondary,cellular,22,yes,no,0,uknown,77,0,0
6826,33,blue-collar,married,secondary,cellular,7048,yes,no,0,uknown,71,0,0
6827,24,services,married,secondary,NA,620,yes,no,0,uknown,144,0,0
6828,38,management,single,tertiary,cellular,3646,yes,no,1,uknown,1710,963.73,0
6829,35,blue-collar,divorced,secondary,cellular,275,no,yes,0,uknown,144,0,0
6830,56,services,married,secondary,NA,2658,yes,no,0,uknown,302,0,0
6831,39,services,married,secondary,NA,1438,yes,no,0,uknown,212,0,0
6832,24,blue-collar,married,secondary,NA,9,yes,no,0,uknown,292,0,0
6833,34,housemaid,married,tertiary,cellular,401,no,no,0,uknown,448,0,0
6834,37,unemployed,single,secondary,cellular,1020,yes,no,0,uknown,348,0,0
6835,37,blue-collar,married,primary,NA,2240,yes,no,0,uknown,214,0,0
6836,34,admin.,married,tertiary,cellular,0,yes,yes,7,low,108,0,0
6837,24,management,married,NA,cellular,448,no,no,0,uknown,324,328.63,0
6838,45,technician,single,secondary,cellular,29,yes,no,1,low,86,0,0
6839,55,admin.,married,secondary,cellular,1102,yes,no,2,low,195,0,0
6840,43,blue-collar,married,secondary,cellular,128,yes,no,0,uknown,71,0,0
6841,52,entrepreneur,married,tertiary,cellular,-2,no,no,0,uknown,245,0,0
6842,41,blue-collar,married,primary,telephone,2585,no,no,0,uknown,159,0,0
6843,43,management,divorced,tertiary,cellular,3163,yes,no,0,uknown,211,0,0
6844,22,services,single,secondary,cellular,250,yes,no,0,uknown,117,0,0
6845,33,technician,single,secondary,cellular,145,yes,no,0,uknown,369,0,0
6846,46,services,married,secondary,NA,0,no,no,0,uknown,77,0,0
6847,56,management,divorced,tertiary,cellular,3287,no,no,0,uknown,497,898.9,0
6848,32,technician,divorced,secondary,cellular,0,yes,no,0,uknown,540,0,0
6849,25,management,single,tertiary,cellular,362,no,no,0,uknown,617,302.59,0
6850,45,blue-collar,married,primary,NA,351,yes,no,0,uknown,66,0,0
6851,37,blue-collar,married,secondary,NA,-399,yes,yes,0,uknown,21,0,0
6852,26,management,single,tertiary,cellular,1646,no,no,0,uknown,890,575.24,0
6853,55,management,married,tertiary,NA,0,no,no,0,uknown,607,0,0
6854,30,management,married,tertiary,cellular,42,no,no,0,uknown,115,0,0
6855,47,technician,married,tertiary,NA,282,yes,no,0,uknown,433,0,0
6856,40,admin.,divorced,secondary,cellular,274,yes,yes,0,uknown,53,0,0
6857,50,management,married,tertiary,cellular,938,no,no,0,uknown,780,437.01,0
6858,31,admin.,married,secondary,cellular,0,yes,no,0,uknown,70,0,0
6859,46,blue-collar,married,primary,cellular,-169,yes,yes,0,uknown,109,0,0
6860,37,technician,married,secondary,cellular,0,yes,yes,0,uknown,101,0,0
6861,32,technician,married,secondary,cellular,4887,yes,no,0,uknown,246,0,0
6862,56,retired,divorced,tertiary,NA,2774,no,no,0,uknown,1288,0,0
6863,41,management,married,tertiary,cellular,881,no,no,0,uknown,75,0,0
6864,41,management,single,secondary,cellular,764,no,no,0,uknown,230,0,0
6865,40,self-employed,married,tertiary,cellular,1498,no,no,0,uknown,62,0,0
6866,43,management,married,tertiary,cellular,68,yes,no,0,uknown,31,0,0
6867,37,blue-collar,married,secondary,cellular,740,yes,no,2,low,434,0,0
6868,40,self-employed,married,secondary,NA,1516,yes,yes,0,uknown,373,0,0
6869,31,management,married,tertiary,cellular,0,yes,yes,0,uknown,664,0,0
6870,40,retired,single,primary,NA,0,no,no,0,uknown,136,0,0
6871,37,services,married,secondary,cellular,4760,yes,no,2,low,182,0,0
6872,53,blue-collar,married,primary,NA,-1455,yes,no,0,uknown,169,0,0
6873,36,management,single,tertiary,NA,1089,yes,no,0,uknown,126,0,0
6874,53,admin.,married,tertiary,cellular,5094,no,no,0,uknown,114,0,0
6875,47,admin.,married,secondary,cellular,718,yes,yes,0,uknown,195,0,0
6876,39,entrepreneur,single,tertiary,cellular,1837,no,no,0,uknown,199,0,0
6877,37,technician,single,secondary,NA,29,no,no,0,uknown,269,0,0
6878,39,technician,single,secondary,cellular,1,no,no,0,uknown,111,0,0
6879,55,blue-collar,married,secondary,cellular,1901,no,no,0,uknown,143,0,0
6880,38,blue-collar,single,secondary,NA,-56,yes,yes,0,uknown,247,0,0
6881,40,management,married,tertiary,cellular,-495,no,yes,0,uknown,303,0,0
6882,29,admin.,single,secondary,cellular,103,no,no,0,uknown,502,0,0
6883,45,entrepreneur,married,tertiary,cellular,770,no,no,0,uknown,65,0,0
6884,46,blue-collar,married,primary,NA,-29,yes,no,0,uknown,322,0,0
6885,39,services,single,secondary,NA,-189,yes,no,0,uknown,76,0,0
6886,35,housemaid,single,secondary,cellular,-122,yes,yes,0,uknown,97,0,0
6887,41,blue-collar,married,secondary,cellular,552,yes,no,0,uknown,463,0,0
6888,49,technician,married,secondary,cellular,3635,yes,no,0,uknown,171,0,0
6889,40,blue-collar,single,secondary,cellular,169,yes,no,1,low,214,0,0
6890,59,blue-collar,married,primary,cellular,699,no,no,0,uknown,88,0,0
6891,54,blue-collar,married,secondary,cellular,10,yes,no,0,uknown,195,0,0
6892,35,self-employed,married,tertiary,NA,333,no,no,0,uknown,78,0,0
6893,45,entrepreneur,married,primary,NA,-100,yes,no,0,uknown,240,0,0
6894,37,management,married,tertiary,NA,0,yes,no,0,uknown,228,0,0
6895,48,admin.,single,secondary,cellular,6627,yes,no,0,uknown,433,0,0
6896,40,technician,divorced,secondary,NA,692,yes,no,0,uknown,58,0,0
6897,30,management,married,tertiary,cellular,151,no,no,0,uknown,82,0,0
6898,60,retired,married,primary,telephone,280,no,no,0,uknown,291,0,0
6899,32,self-employed,divorced,tertiary,cellular,3271,no,no,0,uknown,949,611.69,0
6900,39,technician,married,NA,cellular,195,no,no,0,uknown,74,0,0
6901,30,technician,single,secondary,cellular,796,yes,yes,0,uknown,315,0,0
6902,60,retired,married,secondary,cellular,194,no,yes,0,uknown,61,0,0
6903,48,management,married,tertiary,telephone,7825,no,no,0,uknown,77,0,0
6904,60,admin.,divorced,secondary,NA,162,no,no,0,uknown,74,0,0
6905,25,blue-collar,single,primary,NA,116,yes,no,0,uknown,253,0,0
6906,55,retired,married,primary,cellular,3334,no,no,0,uknown,632,192.73,0
6907,31,blue-collar,single,secondary,cellular,239,yes,no,1,high,666,255.54,0
6908,47,admin.,married,secondary,NA,829,yes,yes,0,uknown,339,0,0
6909,42,blue-collar,married,primary,NA,1320,no,no,0,uknown,301,0,0
6910,46,blue-collar,married,primary,NA,1726,yes,yes,0,uknown,195,0,0
6911,46,unemployed,divorced,secondary,cellular,22,no,no,0,uknown,8,0,0
6912,53,admin.,married,secondary,cellular,578,no,no,0,uknown,59,0,0
6913,30,management,single,tertiary,cellular,13,no,no,0,uknown,21,0,0
6914,41,management,married,tertiary,cellular,852,yes,yes,0,uknown,157,0,0
6915,50,technician,married,secondary,NA,389,yes,no,0,uknown,110,0,0
6916,42,management,divorced,tertiary,NA,461,yes,no,0,uknown,72,0,0
6917,60,management,married,secondary,telephone,0,no,no,6,low,230,0,0
6918,31,technician,single,secondary,cellular,4105,no,no,0,uknown,264,0,0
6919,33,technician,single,secondary,cellular,3264,no,no,0,uknown,423,0,0
6920,53,retired,married,tertiary,cellular,1778,no,no,0,uknown,186,0,0
6921,51,admin.,divorced,tertiary,cellular,178,yes,no,0,uknown,184,0,0
6922,26,student,single,tertiary,telephone,376,no,no,0,uknown,237,0,0
6923,51,housemaid,married,primary,cellular,618,yes,yes,1,low,277,0,0
6924,51,services,married,secondary,cellular,657,no,no,0,uknown,66,0,0
6925,41,management,married,tertiary,telephone,653,yes,no,0,uknown,60,0,0
6926,39,technician,divorced,secondary,NA,1270,yes,no,0,uknown,245,0,0
6927,32,services,married,secondary,NA,144,yes,no,0,uknown,260,0,0
6928,56,technician,married,secondary,cellular,1199,yes,yes,0,uknown,336,0,0
6929,27,admin.,single,secondary,cellular,255,no,no,4,high,123,0,0
6930,39,blue-collar,married,secondary,cellular,-145,yes,no,0,uknown,1372,0,0
6931,39,technician,married,secondary,cellular,505,no,no,0,uknown,86,0,0
6932,26,admin.,single,secondary,cellular,0,yes,no,0,uknown,157,0,0
6933,52,admin.,divorced,secondary,cellular,48,no,yes,0,uknown,591,0,0
6934,32,blue-collar,married,secondary,NA,-325,yes,yes,0,uknown,171,0,0
6935,38,self-employed,married,tertiary,cellular,327,yes,no,0,uknown,69,0,0
6936,37,admin.,single,secondary,cellular,115,no,no,9,low,187,0,0
6937,51,technician,married,tertiary,cellular,1347,yes,yes,1,low,160,228.49,0
6938,35,entrepreneur,married,secondary,NA,2008,no,no,0,uknown,178,0,0
6939,53,services,married,secondary,cellular,341,no,no,2,high,90,0,0
6940,36,blue-collar,married,secondary,NA,-190,yes,no,0,uknown,348,0,0
6941,35,technician,married,secondary,cellular,518,yes,no,0,uknown,616,261.64,0
6942,54,blue-collar,married,secondary,cellular,2059,yes,no,0,uknown,177,0,0
6943,51,management,married,secondary,cellular,441,yes,no,2,uknown,189,0,0
6944,57,entrepreneur,married,tertiary,NA,1114,no,no,0,uknown,139,0,0
6945,32,admin.,single,secondary,cellular,678,yes,no,4,low,1579,328.26,0
6946,49,services,single,secondary,NA,5028,yes,no,0,uknown,891,0,0
6947,30,technician,married,tertiary,cellular,296,no,no,0,uknown,1809,0,0
6948,40,management,married,primary,NA,733,yes,no,0,uknown,94,0,0
6949,32,technician,married,secondary,cellular,253,yes,no,3,low,76,0,0
6950,27,technician,single,secondary,cellular,15,yes,no,0,uknown,67,0,0
6951,42,technician,single,secondary,cellular,1977,no,no,0,uknown,72,0,0
6952,45,blue-collar,married,primary,cellular,0,yes,yes,5,low,36,0,0
6953,36,admin.,divorced,secondary,NA,-37,yes,no,0,uknown,151,0,0
